date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,city
2023-06-29,46.25833333333333,32.0625,477.375,29.545833333333334,23.758333333333336,95.04166666666667,Delhi
2023-06-30,54.012499999999996,37.09583333333333,553.125,32.516666666666666,28.520833333333332,106.95833333333333,Delhi
2023-07-01,56.59166666666667,35.958333333333336,491.0,25.383333333333336,25.920833333333334,115.375,Delhi
2023-07-02,98.2375,46.833333333333336,549.4583333333334,30.558333333333334,22.866666666666664,110.25,Delhi
2023-07-03,136.9625,60.90416666666667,548.7916666666666,23.962500000000002,27.9875,150.45833333333334,Delhi
2023-07-04,95.66250000000001,46.87916666666666,432.6666666666667,17.716666666666665,24.645833333333332,142.16666666666666,Delhi
2023-07-05,36.704166666666666,24.358333333333334,373.1666666666667,15.7125,17.775000000000002,108.91666666666667,Delhi
2023-07-06,38.65833333333333,26.116666666666664,355.0,17.266666666666666,18.304166666666667,104.375,Delhi
2023-07-07,47.637499999999996,33.06666666666667,427.625,24.8,23.150000000000002,79.5,Delhi
2023-07-08,26.087500000000002,18.245833333333334,366.1666666666667,20.720833333333335,16.683333333333334,63.541666666666664,Delhi
2023-07-09,26.820833333333336,18.787499999999998,356.5,20.141666666666666,18.866666666666667,77.41666666666667,Delhi
2023-07-10,39.108333333333334,27.366666666666664,351.0416666666667,20.633333333333333,18.791666666666668,83.66666666666667,Delhi
2023-07-11,55.354166666666664,38.75416666666667,570.8333333333334,37.12916666666667,27.52916666666667,89.75,Delhi
2023-07-12,47.18333333333334,32.81666666666667,467.0,28.395833333333332,24.770833333333332,96.70833333333333,Delhi
2023-07-13,38.0875,26.55,382.0416666666667,22.820833333333336,22.6125,91.875,Delhi
2023-07-14,60.31666666666666,37.15416666666667,464.3333333333333,24.15416666666667,25.037499999999998,123.75,Delhi
2023-07-15,127.27499999999999,57.15,556.5,32.233333333333334,30.724999999999998,103.04166666666667,Delhi
2023-07-16,62.80416666666667,36.604166666666664,482.75,31.554166666666664,27.724999999999998,91.875,Delhi
2023-07-17,91.84583333333335,57.44583333333333,661.875,39.395833333333336,35.891666666666666,113.95833333333333,Delhi
2023-07-18,56.94166666666666,38.604166666666664,417.75,24.325,20.849999999999998,84.25,Delhi
2023-07-19,54.22083333333333,38.06666666666667,518.25,32.2125,24.870833333333334,85.16666666666667,Delhi
2023-07-20,71.30833333333334,49.800000000000004,644.2083333333334,38.34583333333333,28.962500000000002,102.875,Delhi
2023-07-21,83.9375,57.362500000000004,596.9166666666666,35.7875,30.775000000000002,108.54166666666667,Delhi
2023-07-22,50.145833333333336,30.84583333333333,375.0833333333333,17.783333333333335,16.833333333333332,96.41666666666667,Delhi
2023-07-23,40.9375,26.037499999999998,356.0,18.145833333333332,16.516666666666666,87.25,Delhi
2023-07-24,48.15416666666667,31.912499999999998,412.6666666666667,24.675,20.304166666666667,85.33333333333333,Delhi
2023-07-25,46.60833333333333,32.50833333333333,546.4166666666666,35.795833333333334,29.616666666666664,84.04166666666667,Delhi
2023-07-26,63.729166666666664,44.550000000000004,562.3333333333334,33.079166666666666,32.199999999999996,89.125,Delhi
2023-07-27,82.25416666666666,57.4625,638.5833333333334,36.079166666666666,41.0875,107.79166666666667,Delhi
2023-07-28,79.55416666666666,55.645833333333336,622.375,31.0625,35.21666666666667,112.66666666666667,Delhi
2023-07-29,41.25833333333333,28.691666666666666,461.25,26.40416666666667,20.929166666666667,108.58333333333333,Delhi
2023-07-30,54.59583333333333,32.84583333333333,378.1666666666667,21.566666666666666,14.104166666666666,96.45833333333333,Delhi
2023-07-31,81.3125,37.9,356.4583333333333,20.620833333333334,14.4375,94.75,Delhi
2023-08-01,114.1875,37.708333333333336,308.3333333333333,17.866666666666667,11.6625,85.08333333333333,Delhi
2023-08-02,110.74583333333334,40.112500000000004,348.375,22.558333333333334,16.675,80.25,Delhi
2023-08-03,121.30416666666667,47.3375,502.4166666666667,33.8125,21.6875,74.375,Delhi
2023-08-04,134.4375,55.85833333333333,660.9583333333334,44.92083333333333,29.704166666666666,72.25,Delhi
2023-08-05,153.35833333333332,62.43333333333334,747.5833333333334,45.77916666666667,30.754166666666666,95.58333333333333,Delhi
2023-08-06,197.0583333333333,47.75833333333333,399.3333333333333,25.733333333333334,13.695833333333333,70.58333333333333,Delhi
2023-08-07,265.8833333333333,58.270833333333336,329.5833333333333,21.46666666666667,11.266666666666666,63.208333333333336,Delhi
2023-08-08,345.26666666666665,69.78333333333333,339.4583333333333,22.079166666666666,10.683333333333332,61.25,Delhi
